ref_area,period_dt,closing_stock_level,direct_use,from_other_sources,indigenous_production,refinery_observed_intake,statistical_difference,stock_change,total_exports,total_imports,transfer_backflow
EE,2023-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2023-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2024-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2024-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2024-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2024-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2024-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2024-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2024-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2024-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2024-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2024-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2024-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2024-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2025-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2025-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2025-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2025-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2025-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2025-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2025-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2025-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2025-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2025-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2025-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2025-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2026-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EE,2026-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2020-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2020-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2020-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2020-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2020-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2020-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2020-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2020-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2020-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2020-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2020-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2020-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2021-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2021-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2021-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2021-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2021-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2021-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2021-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2021-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2021-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2021-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2021-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2021-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2022-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2022-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2022-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2022-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2022-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2022-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2022-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2022-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2022-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2022-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2022-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2022-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2023-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2023-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2023-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2023-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2023-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2023-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2023-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2023-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2023-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2023-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2023-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2023-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2024-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2024-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2024-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2024-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2024-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2024-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2024-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2024-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2024-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2024-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2024-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2024-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2025-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2025-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2025-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2025-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2025-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2025-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2025-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2025-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2025-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2025-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2025-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2025-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2026-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
ES,2026-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FI,2020-01-01,0.0,0.0,,0.0,53.0,-53.0,0.0,0.0,0.0,
FI,2020-02-01,0.0,0.0,,0.0,76.0,120.0,0.0,0.0,196.0,
FI,2020-03-01,0.0,0.0,,0.0,74.0,45.0,0.0,0.0,119.0,
FI,2020-04-01,0.0,0.0,,0.0,43.0,-31.0,0.0,0.0,12.0,
FI,2020-05-01,0.0,0.0,,0.0,57.0,86.0,0.0,0.0,143.0,
FI,2020-06-01,0.0,0.0,,0.0,94.0,-88.0,0.0,0.0,6.0,
FI,2020-07-01,0.0,0.0,,0.0,57.0,-36.0,0.0,0.0,21.0,
FI,2020-08-01,0.0,0.0,,0.0,30.0,6.0,0.0,0.0,36.0,
FI,2020-09-01,0.0,0.0,,0.0,48.0,-3.0,0.0,0.0,45.0,
FI,2020-10-01,0.0,0.0,,0.0,22.0,20.0,0.0,0.0,42.0,
FI,2020-11-01,0.0,0.0,,0.0,39.0,69.0,0.0,0.0,108.0,
FI,2020-12-01,0.0,0.0,,0.0,72.0,45.0,0.0,0.0,117.0,
FI,2021-01-01,0.0,0.0,,0.0,82.0,-81.0,0.0,0.0,1.0,
FI,2021-02-01,0.0,0.0,,0.0,21.0,-8.0,0.0,0.0,13.0,
FI,2021-03-01,0.0,0.0,,0.0,50.0,32.0,0.0,0.0,82.0,
FI,2021-04-01,0.0,0.0,,0.0,27.0,-14.0,0.0,0.0,13.0,
FI,2021-05-01,0.0,0.0,,0.0,0.0,25.0,0.0,0.0,25.0,
FI,2021-06-01,0.0,0.0,,0.0,20.0,-20.0,0.0,0.0,0.0,
FI,2021-07-01,0.0,0.0,,0.0,81.0,-24.0,0.0,0.0,57.0,
FI,2021-08-01,0.0,0.0,,0.0,59.0,0.0,0.0,0.0,59.0,
FI,2021-09-01,0.0,0.0,,0.0,49.0,32.0,0.0,0.0,81.0,
FI,2021-10-01,0.0,0.0,,0.0,111.0,-18.0,0.0,0.0,93.0,
FI,2021-11-01,0.0,0.0,,0.0,91.0,-78.0,0.0,0.0,13.0,
FI,2021-12-01,0.0,0.0,,0.0,27.0,-27.0,0.0,0.0,0.0,
FI,2022-01-01,0.0,0.0,,0.0,50.0,44.0,0.0,0.0,94.0,
FI,2022-02-01,0.0,0.0,,0.0,32.0,-20.0,0.0,0.0,12.0,
FI,2022-03-01,0.0,0.0,,0.0,49.0,44.0,0.0,0.0,93.0,
FI,2022-04-01,0.0,0.0,,0.0,71.0,95.0,0.0,0.0,166.0,
FI,2022-05-01,0.0,0.0,,0.0,99.0,-14.0,0.0,0.0,85.0,
FI,2022-06-01,0.0,0.0,,0.0,128.0,-108.0,0.0,0.0,20.0,
FI,2022-07-01,0.0,0.0,,0.0,74.0,7.0,0.0,0.0,81.0,
FI,2022-08-01,0.0,0.0,,0.0,139.0,22.0,0.0,0.0,161.0,
FI,2022-09-01,0.0,0.0,,0.0,58.0,-58.0,0.0,0.0,0.0,
FI,2022-10-01,0.0,0.0,,0.0,38.0,-38.0,0.0,0.0,0.0,
FI,2022-11-01,0.0,0.0,,0.0,13.0,-13.0,0.0,0.0,0.0,
FI,2022-12-01,0.0,0.0,,0.0,3.0,-3.0,0.0,0.0,0.0,
FI,2023-01-01,0.0,0.0,,0.0,51.0,30.0,0.0,0.0,81.0,
FI,2023-02-01,0.0,0.0,,0.0,27.0,-27.0,0.0,0.0,0.0,
FI,2023-03-01,0.0,0.0,,0.0,3.0,-3.0,0.0,0.0,0.0,
FI,2023-04-01,0.0,0.0,,0.0,18.0,60.0,0.0,0.0,78.0,
FI,2023-05-01,0.0,0.0,,0.0,27.0,53.0,0.0,0.0,80.0,
FI,2023-06-01,0.0,0.0,,0.0,54.0,-54.0,0.0,0.0,0.0,
FI,2023-07-01,0.0,0.0,,0.0,36.0,44.0,0.0,0.0,80.0,
FI,2023-08-01,0.0,0.0,,0.0,138.0,2.0,0.0,0.0,140.0,
FI,2023-09-01,0.0,0.0,,0.0,106.0,55.0,0.0,0.0,161.0,
FI,2023-10-01,0.0,0.0,,0.0,110.0,-110.0,0.0,0.0,0.0,
FI,2023-11-01,0.0,0.0,,0.0,109.0,-28.0,0.0,0.0,81.0,
FI,2023-12-01,0.0,0.0,,0.0,101.0,-20.0,0.0,0.0,81.0,
FI,2024-01-01,0.0,0.0,,0.0,126.0,-46.0,0.0,0.0,80.0,
FI,2024-02-01,0.0,0.0,,0.0,149.0,-69.0,0.0,0.0,80.0,
FI,2024-03-01,0.0,0.0,,0.0,108.0,-27.0,0.0,0.0,81.0,
FI,2024-04-01,0.0,0.0,,0.0,29.0,-29.0,0.0,0.0,0.0,
FI,2024-05-01,0.0,0.0,,0.0,10.0,71.0,0.0,0.0,81.0,
FI,2024-06-01,0.0,0.0,,0.0,51.0,-51.0,0.0,0.0,0.0,
FI,2024-07-01,0.0,0.0,,0.0,81.0,-81.0,0.0,0.0,0.0,
FI,2024-08-01,0.0,0.0,,0.0,117.0,-36.0,0.0,0.0,81.0,
FI,2024-09-01,0.0,0.0,,0.0,99.0,-99.0,0.0,0.0,0.0,
FI,2024-10-01,0.0,0.0,,0.0,91.0,-91.0,0.0,0.0,0.0,
FI,2024-11-01,0.0,0.0,,0.0,127.0,-45.0,0.0,0.0,82.0,
FI,2024-12-01,0.0,0.0,,0.0,51.0,-51.0,0.0,0.0,0.0,
FI,2025-01-01,0.0,0.0,,0.0,25.0,0.0,0.0,0.0,25.0,
FI,2025-02-01,0.0,0.0,,0.0,55.0,0.0,0.0,0.0,55.0,
FI,2025-03-01,0.0,0.0,,0.0,62.0,0.0,0.0,0.0,62.0,
FI,2025-04-01,0.0,0.0,,0.0,75.0,0.0,0.0,0.0,75.0,
FI,2025-05-01,0.0,0.0,,0.0,70.0,0.0,0.0,0.0,70.0,
FI,2025-06-01,0.0,0.0,,0.0,58.0,0.0,0.0,0.0,58.0,
FI,2025-07-01,0.0,0.0,,0.0,52.0,0.0,0.0,0.0,52.0,
FI,2025-08-01,0.0,0.0,,0.0,71.0,0.0,0.0,0.0,71.0,
FI,2025-09-01,0.0,0.0,,0.0,105.0,0.0,0.0,0.0,105.0,
FI,2025-10-01,0.0,0.0,,0.0,121.0,0.0,0.0,0.0,121.0,
FI,2025-11-01,0.0,0.0,,0.0,120.0,0.0,0.0,0.0,120.0,
FI,2025-12-01,0.0,0.0,,0.0,128.0,0.0,0.0,0.0,128.0,
FI,2026-01-01,0.0,0.0,,0.0,135.0,0.0,0.0,0.0,135.0,
FR,2020-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2020-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2020-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2020-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2020-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2020-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2020-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2020-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2020-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2020-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2020-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2020-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2021-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2021-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2021-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2021-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2021-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2021-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2021-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2021-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2021-09-01,0.0,12.0,,0.0,0.0,0.0,0.0,0.0,12.0,
FR,2021-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2021-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2021-12-01,0.0,12.0,,0.0,0.0,0.0,0.0,0.0,12.0,
FR,2022-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2022-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2022-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2022-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2022-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2022-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2022-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2022-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2022-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2022-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2022-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2022-12-01,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,6.0,
FR,2023-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2023-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2023-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2023-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2023-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2023-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2023-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2023-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2023-09-01,0.0,13.0,,0.0,0.0,0.0,0.0,0.0,13.0,
FR,2023-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2023-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2023-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,12.0,12.0,
FR,2024-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2024-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2024-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2024-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2024-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2024-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2024-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2024-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,12.0,12.0,
FR,2024-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2024-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2024-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2024-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2025-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2025-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2025-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2025-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2025-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2025-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2025-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
FR,2025-08-01,0.0,13.0,,0.0,0.0,0.0,0.0,0.0,13.0,
FR,2025-09-01,32.0,0.0,,0.0,6.0,0.0,32.0,0.0,38.0,
FR,2025-10-01,30.0,0.0,,0.0,2.0,0.0,-2.0,0.0,0.0,
FR,2025-11-01,27.0,0.0,,0.0,3.0,0.0,-3.0,0.0,0.0,
FR,2025-12-01,25.0,0.0,,0.0,2.0,0.0,-2.0,0.0,0.0,
FR,2026-01-01,24.0,0.0,,0.0,1.0,0.0,-1.0,0.0,0.0,
FR,2026-02-01,24.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2020-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2020-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2020-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2020-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2020-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2020-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2020-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2020-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2020-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2020-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2021-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2021-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2021-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2021-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2022-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2023-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2023-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2023-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2023-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2023-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2023-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2023-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2023-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2023-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2023-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2023-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GA,2023-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
GB,2020-01-01,122.0,114.0,,242.0,68.0,0.0,2.0,172.0,114.0,
GB,2020-02-01,127.0,200.0,,243.0,59.0,-1.0,5.0,142.0,162.0,
GB,2020-03-01,117.0,206.0,,254.0,56.0,-1.0,-10.0,164.0,161.0,
GB,2020-04-01,148.0,178.0,,281.0,36.0,0.0,31.0,162.0,126.0,
GB,2020-05-01,107.0,183.0,,279.0,15.0,1.0,-41.0,203.0,82.0,
GB,2020-06-01,130.0,184.0,,274.0,9.0,-1.0,23.0,186.0,127.0,
GB,2020-07-01,135.0,222.0,,295.0,40.0,-1.0,5.0,157.0,128.0,
GB,2020-08-01,135.0,133.0,,214.0,35.0,2.0,0.0,127.0,83.0,
GB,2020-09-01,101.0,178.0,,182.0,65.0,1.0,-34.0,162.0,190.0,
GB,2020-10-01,143.0,193.0,,313.0,64.0,1.0,42.0,150.0,137.0,
GB,2020-11-01,187.0,206.0,,238.0,116.0,0.0,44.0,155.0,283.0,
GB,2020-12-01,126.0,201.0,,267.0,104.0,0.0,-61.0,190.0,167.0,
GB,2021-01-01,128.0,148.0,,262.0,32.0,0.0,2.0,241.0,161.0,
GB,2021-02-01,118.0,147.0,,241.0,1.0,0.0,-10.0,213.0,110.0,
GB,2021-03-01,120.0,171.0,,278.0,53.0,0.0,2.0,216.0,164.0,
GB,2021-04-01,109.0,105.0,,175.0,14.0,1.0,-11.0,118.0,52.0,
GB,2021-05-01,143.0,69.0,,169.0,11.0,0.0,34.0,125.0,70.0,
GB,2021-06-01,123.0,41.0,,96.0,45.0,0.0,-20.0,163.0,133.0,
GB,2021-07-01,138.0,117.0,,182.0,57.0,1.0,15.0,144.0,152.0,
GB,2021-08-01,128.0,119.0,,234.0,65.0,1.0,-10.0,254.0,195.0,
GB,2021-09-01,132.0,138.0,,253.0,40.0,-1.0,4.0,238.0,166.0,
GB,2021-10-01,112.0,136.0,,249.0,73.0,0.0,-20.0,206.0,146.0,
GB,2021-11-01,149.0,123.0,,239.0,68.0,-1.0,37.0,191.0,180.0,
GB,2021-12-01,147.0,127.0,,247.0,71.0,0.0,-2.0,225.0,174.0,
GB,2022-01-01,135.0,102.0,,249.0,100.0,-1.0,-12.0,162.0,103.0,
GB,2022-02-01,128.0,127.0,,235.0,94.0,0.0,-7.0,116.0,95.0,
GB,2022-03-01,124.0,136.0,,259.0,93.0,1.0,-4.0,97.0,64.0,
GB,2022-04-01,141.0,130.0,,239.0,81.0,0.0,17.0,85.0,74.0,
GB,2022-05-01,143.0,129.0,,248.0,94.0,1.0,2.0,112.0,89.0,
GB,2022-06-01,121.0,111.0,,225.0,92.0,0.0,-22.0,147.0,103.0,
GB,2022-07-01,168.0,113.0,,234.0,82.0,1.0,47.0,81.0,90.0,
GB,2022-08-01,115.0,129.0,,211.0,94.0,-1.0,-53.0,140.0,98.0,
GB,2022-09-01,128.0,119.0,,225.0,99.0,1.0,13.0,84.0,91.0,
GB,2022-10-01,140.0,114.0,,235.0,114.0,0.0,12.0,87.0,93.0,
GB,2022-11-01,159.0,112.0,,231.0,101.0,0.0,19.0,79.0,79.0,
GB,2022-12-01,141.0,111.0,,226.0,108.0,0.0,-18.0,128.0,103.0,
GB,2023-01-01,133.0,87.0,,225.0,60.0,-1.0,-8.0,249.0,162.0,
GB,2023-02-01,141.0,100.0,,190.0,44.0,-1.0,8.0,115.0,76.0,
